timestamp,temp,hum,state
2026-04-28 11:36:54,26.19,57.22,RUNNING
2026-04-28 11:36:55,22.9,54.52,RUNNING
2026-04-28 11:36:56,21.79,54.58,RUNNING
2026-04-28 11:36:57,27.61,49.1,RUNNING
2026-04-28 11:36:58,22.26,50.24,RUNNING
2026-04-28 11:36:59,26.61,52.51,RUNNING
2026-04-28 11:37:00,24.07,43.72,RUNNING
2026-04-28 11:37:01,25.55,42.77,RUNNING
2026-04-28 11:37:02,22.24,57.27,RUNNING
2026-04-28 11:37:03,21.24,40.27,RUNNING
2026-04-28 11:37:04,29.05,42.76,RUNNING
2026-04-28 11:37:05,27.32,46.93,RUNNING
2026-04-28 11:37:06,27.57,44.2,RUNNING
2026-04-28 11:37:07,20.8,52.59,RUNNING
2026-04-28 11:37:08,25.75,51.97,RUNNING
2026-04-28 11:37:09,27.54,49.38,RUNNING
2026-04-28 11:37:10,24.67,49.98,RUNNING
2026-04-28 11:37:11,25.49,51.6,RUNNING
2026-04-28 11:37:12,22.76,52.38,RUNNING
2026-04-28 11:37:13,25.15,59.1,RUNNING
2026-04-28 11:37:14,26.72,41.46,RUNNING
2026-04-28 11:37:15,22.48,40.74,RUNNING
2026-04-28 11:37:16,29.93,49.11,RUNNING
2026-04-28 11:37:17,21.39,47.66,RUNNING
2026-04-28 11:37:18,25.42,51.43,RUNNING
2026-04-28 11:37:19,25.25,56.25,RUNNING
2026-04-28 11:37:20,28.89,59.26,RUNNING
2026-04-28 11:37:21,27.77,47.87,RUNNING
2026-04-28 11:37:22,25.72,46.72,RUNNING
2026-04-28 11:37:23,29.02,44.31,RUNNING
2026-04-28 11:37:24,24.81,55.63,RUNNING
2026-04-28 11:37:25,21.88,45.13,RUNNING
2026-04-28 11:37:26,22.0,51.01,RUNNING
2026-04-28 11:37:27,28.49,51.69,RUNNING
2026-04-28 11:37:28,26.59,52.01,RUNNING
2026-04-28 11:37:29,27.1,57.87,RUNNING
2026-04-28 11:37:30,26.65,40.54,RUNNING
2026-04-28 11:37:31,26.74,47.84,RUNNING
2026-04-28 11:37:32,23.89,51.49,RUNNING
2026-04-28 11:37:33,22.58,49.6,RUNNING
2026-04-28 11:37:35,23.98,42.48,RUNNING
2026-04-28 11:37:36,25.1,45.21,RUNNING
2026-04-28 11:37:37,21.34,40.08,RUNNING
2026-04-28 11:37:38,25.96,43.13,RUNNING
2026-04-28 11:37:39,22.44,41.99,RUNNING
2026-04-28 11:37:40,24.85,57.7,RUNNING
2026-04-28 11:37:41,26.26,52.03,RUNNING
2026-04-28 11:37:42,23.65,49.71,RUNNING
2026-04-28 11:37:43,22.31,44.16,RUNNING
2026-04-28 11:37:44,28.01,52.54,RUNNING
2026-04-28 11:37:45,24.25,47.73,RUNNING
2026-04-28 11:37:46,28.67,40.5,RUNNING
2026-04-28 11:37:47,25.85,52.55,RUNNING
2026-04-28 11:37:48,21.51,46.28,RUNNING
2026-04-28 11:37:49,23.11,52.35,RUNNING
2026-04-28 11:37:50,29.02,59.76,RUNNING
2026-04-28 11:37:51,21.81,42.63,RUNNING
2026-04-28 11:37:52,22.05,56.34,RUNNING
2026-04-28 11:37:53,24.35,41.31,RUNNING
2026-04-28 11:37:54,28.5,58.33,RUNNING
2026-04-28 11:37:55,27.76,53.94,RUNNING
2026-04-28 11:37:56,20.68,53.38,RUNNING
2026-04-28 11:37:57,28.56,52.11,RUNNING
2026-04-28 11:37:58,20.47,54.99,RUNNING
2026-04-28 11:37:59,20.11,53.11,RUNNING
2026-04-28 11:38:00,22.84,54.4,RUNNING
2026-04-28 11:38:01,22.08,46.41,RUNNING
2026-04-28 11:38:02,29.35,41.44,RUNNING
2026-04-28 11:38:03,22.58,50.49,RUNNING
2026-04-28 11:38:04,27.43,47.28,RUNNING
2026-04-28 11:38:05,21.22,57.73,RUNNING
2026-04-28 11:38:06,20.68,49.0,RUNNING
2026-04-28 11:38:07,29.85,43.13,RUNNING
2026-04-28 11:38:08,26.65,46.48,RUNNING
2026-04-28 11:38:09,24.86,53.94,RUNNING
2026-04-28 11:38:10,25.7,41.09,RUNNING
2026-04-28 11:38:11,22.34,41.58,RUNNING
2026-04-28 11:38:12,21.84,40.46,RUNNING
2026-04-28 11:38:13,20.78,43.67,RUNNING
2026-04-28 11:38:14,29.54,53.49,RUNNING
2026-04-28 11:38:15,26.52,51.3,RUNNING
2026-04-28 11:38:16,24.53,56.27,RUNNING
2026-04-28 11:38:17,28.56,51.61,RUNNING
2026-04-28 11:38:18,26.53,43.57,RUNNING
2026-04-28 11:38:19,26.96,40.47,RUNNING
2026-04-28 11:38:20,25.32,58.51,RUNNING
2026-04-28 11:38:21,24.33,48.92,RUNNING
2026-04-28 11:38:22,20.93,49.35,RUNNING
2026-04-28 11:38:23,27.08,52.03,RUNNING
2026-04-28 11:38:24,21.3,57.75,RUNNING
2026-04-28 11:38:25,26.03,54.85,RUNNING
2026-04-28 11:38:26,27.6,50.61,RUNNING
2026-04-28 11:38:27,29.93,50.72,RUNNING
2026-04-28 11:38:28,23.26,51.75,RUNNING
2026-04-28 11:38:29,26.23,48.69,RUNNING
2026-04-28 11:38:30,27.18,43.58,RUNNING
2026-04-28 11:38:31,25.84,49.41,RUNNING
2026-04-28 11:38:32,20.26,48.99,RUNNING
2026-04-28 11:38:33,20.17,59.81,RUNNING
2026-04-28 11:38:34,21.95,40.55,RUNNING
2026-04-28 11:38:35,22.25,40.28,RUNNING
2026-04-28 11:38:36,21.6,53.24,RUNNING
2026-04-28 11:38:37,28.14,44.44,RUNNING
2026-04-28 11:38:38,22.18,42.99,RUNNING
2026-04-28 11:38:39,21.84,56.69,RUNNING
2026-04-28 11:38:40,21.77,54.71,RUNNING
2026-04-28 11:38:41,21.29,48.05,RUNNING
2026-04-28 11:38:42,28.21,44.22,RUNNING
2026-04-28 11:38:43,25.98,46.69,RUNNING
2026-04-28 11:38:44,24.97,40.03,RUNNING
2026-04-28 11:38:45,28.1,51.98,RUNNING
2026-04-28 11:38:46,23.11,58.29,RUNNING
2026-04-28 11:38:47,22.28,56.13,RUNNING
2026-04-28 11:38:48,24.86,40.17,RUNNING
2026-04-28 11:38:49,23.94,54.77,RUNNING
2026-04-28 11:38:50,25.69,49.36,RUNNING
2026-04-28 11:38:51,26.35,47.8,RUNNING
2026-04-28 11:38:52,26.59,44.62,RUNNING
2026-04-28 11:38:53,28.04,56.04,RUNNING
2026-04-28 11:38:54,27.09,58.28,RUNNING
2026-04-28 11:38:55,25.28,59.66,RUNNING
2026-04-28 11:38:56,26.09,56.03,RUNNING
2026-04-28 11:38:57,26.94,44.47,RUNNING
2026-04-28 11:38:58,21.37,52.99,RUNNING
2026-04-28 11:38:59,28.63,41.91,RUNNING
2026-04-28 11:39:00,29.21,55.44,RUNNING
2026-04-28 11:39:01,28.23,58.47,RUNNING
2026-04-28 11:39:02,29.38,45.24,RUNNING
2026-04-28 11:39:03,27.81,49.13,RUNNING
2026-04-28 11:39:04,22.71,44.02,RUNNING
2026-04-28 11:39:05,23.99,58.75,RUNNING
2026-04-28 11:39:06,24.61,51.63,RUNNING
2026-04-28 11:39:07,24.72,41.06,RUNNING
2026-04-28 11:39:08,27.71,48.41,RUNNING
2026-04-28 11:39:09,24.52,55.07,RUNNING
2026-04-28 11:39:10,27.0,49.11,RUNNING
2026-04-28 11:39:11,28.36,41.76,RUNNING
2026-04-28 11:39:12,20.16,54.42,RUNNING
2026-04-28 11:39:13,29.76,42.83,RUNNING
2026-04-28 11:39:14,26.93,40.67,RUNNING
2026-04-28 11:39:15,27.12,48.2,RUNNING
2026-04-28 11:39:16,27.55,49.42,RUNNING
2026-04-28 11:39:50,21.14,53.82,RUNNING
2026-04-28 11:39:51,25.86,59.38,RUNNING
2026-04-28 11:39:52,23.22,46.22,RUNNING
2026-04-28 11:39:53,26.06,56.15,RUNNING
2026-04-28 11:39:54,29.19,42.06,RUNNING
2026-04-28 11:39:55,28.05,59.99,RUNNING
2026-04-28 11:39:56,28.39,51.25,RUNNING
2026-04-28 11:39:57,28.4,52.07,RUNNING
2026-04-28 11:39:58,20.91,54.32,RUNNING
2026-04-28 11:39:59,28.35,40.67,RUNNING
2026-04-28 11:40:00,25.84,58.57,RUNNING
2026-04-28 11:40:01,22.77,50.39,RUNNING
2026-04-28 11:40:02,24.01,42.65,RUNNING
2026-04-28 11:40:03,29.73,56.97,RUNNING
2026-04-28 11:40:04,21.5,43.97,RUNNING
2026-04-28 11:40:05,22.97,53.08,RUNNING
2026-04-28 11:40:06,29.1,55.61,RUNNING
2026-04-28 11:40:07,23.51,40.25,RUNNING
2026-04-28 11:40:08,22.3,51.68,RUNNING
2026-04-28 11:40:09,20.94,46.4,RUNNING
2026-04-28 11:40:10,25.01,58.4,RUNNING
2026-04-28 11:40:11,27.4,47.43,RUNNING
2026-04-28 11:40:12,24.98,41.7,RUNNING
2026-04-28 11:40:13,20.05,44.91,RUNNING
2026-04-28 11:40:14,25.56,47.87,RUNNING
2026-04-28 11:40:15,25.8,50.95,RUNNING
2026-04-28 11:40:16,28.14,51.37,RUNNING
2026-04-28 11:40:17,23.47,46.31,RUNNING
2026-04-28 11:40:18,24.57,59.12,RUNNING
2026-04-28 11:40:19,25.22,41.72,RUNNING
2026-04-28 11:40:20,22.68,55.92,RUNNING
2026-04-28 11:40:21,21.41,47.46,RUNNING
2026-04-28 11:40:22,23.86,57.17,RUNNING
2026-04-28 11:40:23,20.69,40.01,RUNNING
2026-04-28 11:40:24,22.64,56.09,RUNNING
2026-04-28 11:40:25,24.64,54.02,RUNNING
2026-04-28 11:40:26,21.86,52.13,RUNNING
2026-04-28 11:40:27,27.41,40.09,RUNNING
2026-04-28 11:40:28,25.74,48.72,RUNNING
2026-04-28 11:40:29,29.46,48.84,RUNNING
2026-04-28 11:40:30,25.35,55.65,RUNNING
2026-04-28 11:41:58,25.23,47.43,RUNNING
2026-04-28 11:41:59,22.06,58.96,RUNNING
2026-04-28 11:42:00,21.32,53.43,RUNNING
2026-04-28 11:42:01,26.0,52.18,RUNNING
2026-04-28 11:42:02,21.08,59.11,RUNNING
2026-04-28 11:42:03,21.85,40.71,RUNNING
2026-04-28 11:42:04,22.71,41.59,RUNNING
2026-04-28 11:42:05,21.28,54.15,RUNNING
2026-04-28 11:42:06,27.74,49.85,RUNNING
2026-04-28 11:42:07,28.99,50.21,RUNNING
2026-04-28 11:42:08,20.69,41.85,RUNNING
2026-04-28 11:42:09,26.72,59.68,RUNNING
2026-04-28 11:42:10,28.48,52.68,RUNNING
2026-04-28 11:42:11,23.92,49.65,RUNNING
2026-04-28 11:42:12,24.17,52.11,RUNNING
2026-04-28 11:42:13,29.82,51.1,RUNNING
2026-04-28 11:42:14,26.95,45.29,RUNNING
2026-04-28 11:42:15,29.85,47.24,RUNNING
2026-04-28 11:42:16,23.32,40.58,RUNNING
2026-04-28 11:42:17,20.34,44.02,RUNNING
2026-04-28 11:42:18,27.78,58.53,RUNNING
2026-04-28 11:42:19,25.0,41.18,RUNNING
2026-04-28 11:42:20,23.39,45.7,RUNNING
2026-04-28 11:42:21,26.23,51.12,RUNNING
2026-04-28 11:42:22,26.42,58.59,RUNNING
2026-04-28 11:42:23,24.71,51.06,RUNNING
2026-04-28 11:42:24,28.39,50.09,RUNNING
2026-04-28 11:42:25,22.89,57.44,RUNNING
2026-04-28 11:42:26,26.42,46.48,RUNNING
2026-04-28 11:42:27,28.5,58.06,RUNNING
2026-04-28 11:42:28,21.71,41.29,RUNNING
2026-04-28 11:42:29,23.64,42.54,RUNNING
2026-04-28 11:42:30,28.94,49.77,RUNNING
2026-04-28 11:42:31,29.7,57.56,RUNNING
2026-04-28 11:42:32,24.53,51.8,RUNNING
2026-04-28 11:42:33,27.19,42.15,RUNNING
2026-04-28 11:42:34,27.96,53.84,RUNNING
2026-04-28 11:42:35,21.91,51.62,RUNNING
2026-04-28 11:42:36,22.99,59.1,RUNNING
2026-04-28 11:42:37,22.85,49.44,RUNNING
2026-04-28 11:42:38,25.29,54.14,RUNNING
2026-04-28 11:42:39,21.43,55.7,RUNNING
2026-04-28 11:42:40,27.38,45.55,RUNNING
2026-04-28 11:42:41,24.47,57.65,RUNNING
2026-04-28 11:42:42,22.11,44.63,RUNNING
2026-04-28 11:42:43,20.29,57.58,RUNNING
2026-04-28 11:42:44,26.89,46.4,RUNNING
2026-04-28 11:42:45,27.92,49.38,RUNNING
2026-04-28 11:42:46,20.43,47.96,RUNNING
2026-04-28 11:42:47,20.38,58.8,RUNNING
2026-04-28 11:42:48,25.03,58.44,RUNNING
2026-04-28 11:42:49,20.28,42.81,RUNNING
2026-04-28 11:42:50,23.62,51.28,RUNNING
2026-04-28 11:42:51,24.44,58.69,RUNNING
2026-04-28 11:42:52,26.54,42.58,RUNNING
2026-04-28 11:42:53,25.96,46.59,RUNNING
2026-04-28 11:42:54,22.05,57.33,RUNNING
2026-04-28 11:42:55,22.12,59.17,RUNNING
2026-04-28 11:42:56,25.04,50.01,RUNNING
2026-04-28 11:42:57,23.21,58.61,RUNNING
2026-04-28 11:42:58,23.6,55.7,RUNNING
2026-04-28 11:42:59,23.02,56.67,RUNNING
2026-04-28 11:43:00,29.97,46.66,RUNNING
2026-04-28 11:43:01,28.94,49.19,RUNNING
2026-04-28 11:43:02,21.29,50.25,RUNNING
2026-04-28 11:43:03,29.73,51.84,RUNNING
2026-04-28 11:43:04,24.25,51.52,RUNNING
2026-04-28 11:43:05,23.31,59.48,RUNNING
2026-04-28 11:43:06,29.69,59.45,RUNNING
2026-04-28 11:43:07,21.66,54.57,RUNNING
2026-04-28 11:43:08,28.97,46.25,RUNNING
2026-04-28 11:43:09,23.24,58.12,RUNNING
2026-04-28 11:43:10,25.12,48.52,RUNNING
2026-04-28 11:43:11,21.32,58.14,RUNNING
2026-04-28 11:43:12,29.01,49.51,RUNNING
2026-04-28 11:43:13,26.71,57.99,RUNNING
2026-04-28 11:43:14,23.5,59.75,RUNNING
2026-04-28 11:43:15,21.4,48.42,RUNNING
2026-04-28 11:43:16,21.98,44.11,RUNNING
2026-04-28 11:43:17,26.78,42.56,RUNNING
2026-04-28 11:43:18,24.97,52.27,RUNNING
2026-04-28 11:43:19,29.4,43.22,RUNNING
2026-04-28 11:43:20,24.73,55.11,RUNNING
2026-04-28 11:43:21,21.57,54.41,RUNNING
2026-04-28 11:43:22,25.48,56.81,RUNNING
2026-04-28 11:43:23,27.46,53.96,RUNNING
2026-04-28 12:23:27,28.54,50.95,RUNNING
2026-04-28 12:23:28,28.27,49.5,RUNNING
2026-04-28 12:23:29,28.79,46.35,RUNNING
2026-04-28 12:23:30,28.06,58.45,RUNNING
2026-04-28 12:23:31,25.91,53.75,RUNNING
2026-04-28 12:23:32,25.78,58.58,RUNNING
2026-04-28 12:23:33,21.63,51.52,RUNNING
2026-04-28 12:23:34,27.15,48.04,RUNNING
2026-04-28 12:23:35,26.21,57.06,RUNNING
2026-04-28 12:23:36,21.56,52.2,RUNNING
2026-04-28 12:23:37,20.69,56.42,RUNNING
2026-04-28 12:23:38,28.54,49.38,RUNNING
2026-04-28 12:23:39,24.22,56.96,RUNNING
2026-04-28 12:23:40,26.29,44.63,RUNNING
2026-04-28 12:23:41,28.49,52.9,RUNNING
2026-04-28 12:23:42,20.09,59.93,RUNNING
2026-04-28 12:23:43,27.59,46.86,RUNNING
2026-04-28 12:23:44,24.1,56.78,RUNNING
2026-04-28 12:23:45,20.38,40.81,RUNNING
2026-04-28 12:23:46,29.9,58.75,RUNNING
2026-04-28 12:23:47,21.43,47.88,RUNNING
2026-04-28 12:23:48,21.56,44.78,RUNNING
2026-04-28 12:23:49,24.53,57.66,RUNNING
2026-04-28 12:23:50,27.0,50.75,RUNNING
2026-04-28 12:23:51,27.13,46.95,RUNNING
2026-04-28 12:23:52,28.15,50.64,RUNNING
2026-04-28 12:23:53,27.08,44.13,RUNNING
2026-04-28 12:23:54,27.35,47.04,RUNNING
2026-04-28 12:23:55,24.58,57.5,RUNNING
2026-04-28 12:23:56,24.1,52.79,RUNNING
2026-04-28 12:23:57,27.09,52.59,RUNNING
2026-04-28 12:23:58,29.59,47.97,RUNNING
2026-04-28 12:23:59,23.53,41.43,RUNNING
2026-04-28 12:24:00,24.06,56.93,RUNNING
2026-04-28 12:24:01,28.82,53.46,RUNNING
2026-04-28 12:24:02,28.36,57.85,RUNNING
2026-04-28 12:24:03,23.45,50.59,RUNNING
2026-04-28 12:24:04,29.62,50.68,RUNNING
2026-04-28 12:24:05,29.74,43.69,RUNNING
2026-04-28 12:24:06,25.23,50.46,RUNNING
2026-04-28 12:24:07,24.42,53.37,RUNNING
2026-04-28 12:24:08,28.54,48.1,RUNNING
2026-04-28 12:24:09,25.95,51.3,RUNNING
2026-04-28 12:24:10,28.56,44.92,RUNNING
2026-04-28 12:24:11,29.38,40.9,RUNNING
2026-04-28 12:24:12,27.36,50.25,RUNNING
2026-04-28 12:24:13,21.49,54.49,RUNNING
2026-04-28 12:24:14,28.92,58.53,RUNNING
2026-04-28 12:24:15,25.8,51.81,RUNNING
2026-04-28 12:24:16,29.73,53.53,RUNNING
2026-04-28 12:24:17,20.33,50.54,RUNNING
2026-04-28 12:24:18,23.7,46.11,RUNNING
2026-04-28 12:24:19,27.17,41.87,RUNNING
2026-04-28 12:24:20,25.16,47.25,RUNNING
2026-04-28 12:24:21,27.31,48.52,RUNNING
2026-04-28 12:24:22,25.36,53.87,RUNNING
2026-04-28 12:24:23,26.05,53.03,RUNNING
2026-04-28 12:24:24,29.09,58.92,RUNNING
2026-04-28 12:24:25,25.39,49.92,RUNNING
2026-04-28 12:24:26,23.72,53.9,RUNNING
2026-04-28 12:24:27,28.7,47.13,RUNNING
2026-04-28 12:24:28,25.75,58.25,RUNNING
2026-04-28 12:24:29,20.55,54.52,RUNNING
2026-04-28 12:24:30,26.2,41.16,RUNNING
2026-04-28 12:24:31,29.57,46.41,RUNNING
2026-04-28 12:24:32,22.35,52.76,RUNNING
2026-04-28 12:24:33,24.01,51.96,RUNNING
